Country	Occupation Class	Sex	Age Class	Education	Marital Status	Income (Globa)	Social Responsibility	Need help making financial decisions	Do not like to be in debt at anytime	Feel satistifed when I get a really good deal	Like to buy products with prestigious brand names	Always try to buy things on sale	Once find brand that satistifies, don't experiment	Confident will have enough money to retire	Have life insurance
USA	White Collar	Male	30-39	College	Single	High	4	Disagree Slightly	Disagree Strongly	Agree Strongly	Agree Slightly	Agree Strongly	Neither Agree nor Disagree	Agree Strongly	Yes
USA	Blue Collar	Female	50-59	Post-graduate	Single	High	4	Disagree Slightly	Agree Strongly	Agree Strongly	Neither Agree nor Disagree	Agree Strongly	Agree Strongly	Neither Agree nor Disagree	Yes
USA		Male	60+	Primary or less	Separated, divorced	Low	3	Disagree Strongly	Agree Strongly	Disagree Slightly	Disagree Strongly	Agree Slightly	Agree Slightly	Disagree Slightly	No
USA	Blue Collar	Male	30-39	College	Single	Medium low	6	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Disagree Strongly	Disagree Strongly	Disagree Slightly	Agree Strongly	Yes
USA		Female	13-19	Some high school	Single	Medium high	5	Agree Slightly	Agree Strongly	Agree Strongly	Agree Strongly	Agree Strongly	Neither Agree nor Disagree	Agree Strongly	No
USA		Male	13-19	Primary or less	Single	Medium low	4	Agree Slightly	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	No
USA	Blue Collar	Male	20-29	Some high school	Living together	Low	3	Agree Slightly	Agree Strongly	Neither Agree nor Disagree	Disagree Strongly	Neither Agree nor Disagree	Agree Slightly	Disagree Strongly	No
USA		Male	40-49	College	Married	Medium low	5	Neither Agree nor Disagree	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	No
USA	Blue Collar	Female	40-49	Some high school	Married	Medium high	5	Neither Agree nor Disagree	Agree Strongly	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Strongly	Neither Agree nor Disagree	Disagree Slightly	Yes
USA	Blue Collar	Male	20-29	College	Single	Low	6	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Disagree Strongly	Agree Strongly	Agree Strongly	Neither Agree nor Disagree	No
USA	Executives/Professionals	Female	30-39	College	Living together	Medium high	1	Disagree Strongly	Agree Strongly	Agree Slightly	Agree Slightly	Agree Strongly	Neither Agree nor Disagree	Agree Slightly	Yes
USA	White Collar	Male	13-19	College	Single	Medium high	6	Neither Agree nor Disagree	Disagree Slightly	Disagree Slightly	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Agree Slightly	No
USA	Blue Collar	Male	20-29	Some high school	Single	Low	7	Neither Agree nor Disagree	Agree Strongly	Agree Strongly	Agree Strongly	Neither Agree nor Disagree	Agree Strongly	Agree Strongly	No
USA	Blue Collar	Male	13-19	Some high school	Single	Medium high	5	Disagree Strongly	Agree Strongly	Agree Strongly	Neither Agree nor Disagree	Agree Strongly	Agree Strongly	Disagree Strongly	Yes
USA	Blue Collar	Male	30-39	Some high school	Single	High	6	Agree Slightly	Agree Strongly	Agree Strongly	Agree Strongly	Agree Strongly	Agree Slightly	Agree Strongly	Yes
USA		Female	60+	Some high school	Married	Low	7	Disagree Strongly	Agree Strongly	Agree Strongly	Neither Agree nor Disagree	Agree Strongly	Agree Strongly	Disagree Strongly	Yes
USA	Blue Collar	Female	30-39	Some high school	Separated, divorced	Medium high	4	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Disagree Slightly	Agree Slightly	Agree Slightly	Disagree Slightly	No
USA		Male	60+	Some high school	Married	Low	6	Disagree Slightly	Agree Slightly	Agree Slightly	Disagree Strongly	Agree Slightly	Agree Slightly	Disagree Strongly	Yes
USA		Female	30-39	Some high school	Married	Medium low	4	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Slightly	Disagree Slightly	Agree Strongly	Agree Slightly	Disagree Slightly	No
USA	White Collar	Female	13-19	Some high school	Married	Medium high	5	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	No
USA		Male	50-59	College	Married	Medium high	4	Neither Agree nor Disagree	Agree Strongly	Agree Slightly	Disagree Slightly	Disagree Slightly	Agree Slightly	Disagree Slightly	Yes
USA		Male	13-19	Some high school	Single	Medium high	5	Agree Strongly	Agree Strongly	Agree Strongly	Agree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	No
USA	Blue Collar	Female	20-29	Some high school	Single	Low	6	Agree Strongly	Agree Strongly	Agree Strongly	Agree Strongly	Agree Strongly	Agree Strongly	Agree Slightly	No
USA	Blue Collar	Male	20-29	Some high school	Single	Medium low	4	Disagree Strongly	Neither Agree nor Disagree	Agree Slightly	Disagree Strongly	Neither Agree nor Disagree	Agree Strongly	Neither Agree nor Disagree	No
USA	Blue Collar	Female	20-29	Some high school	Single	Medium low	5	Neither Agree nor Disagree	Agree Slightly	Agree Strongly	Agree Strongly	Agree Strongly	Neither Agree nor Disagree	Neither Agree nor Disagree	No
USA	White Collar	Female	30-39	Some high school	Living together	Medium low	7	Agree Slightly	Agree Strongly	Agree Strongly	Disagree Slightly	Agree Slightly	Agree Strongly	Agree Slightly	No
USA		Female	20-29	Some high school	Married	Low	4	Agree Slightly	Agree Strongly	Agree Strongly	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Disagree Slightly	No
USA		Female	60+	Some high school	Widowed	Low	7	Disagree Slightly	Agree Strongly	Agree Strongly	Neither Agree nor Disagree	Agree Strongly	Agree Strongly	Agree Slightly	No
USA	Blue Collar	Female	50-59	Primary or less	Single	Medium low	6	Agree Slightly	Agree Strongly	Agree Strongly	Agree Slightly	Agree Strongly	Agree Strongly	Neither Agree nor Disagree	Yes
USA	Executives/Professionals	Female	30-39	College	Married	Medium high	3	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Yes
USA	Executives/Professionals	Male	30-39	College	Married	High	4	Disagree Strongly	Agree Strongly	Disagree Strongly	Agree Strongly	Disagree Strongly	Disagree Strongly	Agree Strongly	Yes
USA		Female	13-19	Some high school	Single	Medium low	6	Neither Agree nor Disagree	Agree Slightly	Disagree Slightly	Disagree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	No
USA	Blue Collar	Male	40-49	Some high school	Single	Medium high	7	Neither Agree nor Disagree	Agree Strongly	Agree Strongly	Agree Slightly	Agree Strongly	Agree Strongly	Neither Agree nor Disagree	Yes
USA		Male	20-29	College	Single	Medium high	5	Disagree Strongly	Disagree Strongly	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Agree Slightly	Agree Strongly	Yes
USA		Male	60+	Some high school	Single	Low	7	Disagree Strongly	Agree Strongly	Agree Slightly	Agree Strongly	Agree Strongly	Agree Strongly	Disagree Strongly	No
USA	Blue Collar	Female	13-19	Some high school	Single	Low	2	Disagree Strongly	Agree Strongly	Agree Strongly	Agree Strongly	Agree Strongly	Agree Strongly	Disagree Strongly	No
USA	White Collar	Male	13-19	Some high school	Single	Medium low	4	Disagree Slightly	Agree Slightly	Neither Agree nor Disagree	Disagree Slightly	Disagree Slightly	Agree Slightly	Neither Agree nor Disagree	No
USA	White Collar	Female	30-39	College	Married	Medium high	2	Neither Agree nor Disagree	Agree Strongly	Agree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Yes
USA	White Collar	Female	40-49	College	Married	Medium high	2	Disagree Strongly	Agree Strongly	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Disagree Slightly	Neither Agree nor Disagree	Yes
USA	White Collar	Female	13-19	Some high school	Single	Medium low	3	Agree Slightly	Agree Strongly	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Slightly	No
USA	White Collar	Male	20-29	College	Single	Medium high	4	Disagree Slightly	Disagree Strongly	Neither Agree nor Disagree	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Strongly	Yes
USA	White Collar	Female	50-59	College	Separated, divorced	Medium high	4	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Yes
USA		Female	13-19	Primary or less	Single	Medium high	4	Agree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Yes
USA	White Collar	Female	30-39	Some high school	Married	Medium high	4	Neither Agree nor Disagree	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	No
USA	White Collar	Male	50-59	College	Single	Medium high	3	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Yes
USA	Blue Collar	Male	20-29	College	Married	Medium high	3	Disagree Strongly	Agree Strongly	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Disagree Slightly	Neither Agree nor Disagree	No
USA	Blue Collar	Male	30-39	College	Married	Medium high	4	Disagree Slightly	Neither Agree nor Disagree	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Slightly	No
USA		Female	20-29	Some high school	Single	Medium high	5	Neither Agree nor Disagree	Agree Slightly	Neither Agree nor Disagree	Disagree Slightly	Disagree Strongly	Disagree Strongly	Neither Agree nor Disagree	No
USA	Blue Collar	Female	40-49	College	Single	Medium high	5	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Slightly	No
USA		Female	50-59	Some high school	Married	Medium high	4	Neither Agree nor Disagree	Neither Agree nor Disagree	Disagree Slightly	Disagree Strongly	Neither Agree nor Disagree	Agree Slightly	Neither Agree nor Disagree	Yes
USA	White Collar	Male	13-19	Some high school	Single	High	6	Agree Slightly	Agree Slightly	Agree Strongly	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Slightly	No
USA	White Collar	Female	13-19	Some high school	Single	High	3	Agree Strongly	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Agree Slightly	Agree Strongly	No
USA	Blue Collar	Male	20-29	Some high school	Single	Low	6	Disagree Strongly	Agree Strongly	Agree Slightly	Disagree Strongly	Agree Strongly	Disagree Slightly	Disagree Strongly	Yes
USA	Blue Collar	Male	13-19	Some high school	Single	High	2	Agree Strongly	Agree Strongly	Agree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	No
USA	Blue Collar	Male	60+	Some high school	Widowed	Medium high	7	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Strongly	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Yes
USA	White Collar	Male	30-39	Some high school	Married	Medium high	6	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	No
USA	Blue Collar	Female	50-59	Some high school	Married	Medium high	7	Agree Slightly	Agree Slightly	Agree Strongly	Agree Slightly	Agree Slightly	Agree Strongly	Agree Slightly	No
USA	Blue Collar	Male	20-29	Some high school	Single	Medium high	7	Neither Agree nor Disagree	Disagree Slightly	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	No
USA	Blue Collar	Male	40-49	Some high school	Separated, divorced	Medium low	7	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Disagree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Yes
USA	White Collar	Female	30-39	Some high school	Married	Medium high	7	Agree Slightly	Agree Strongly	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Agree Slightly	No
USA		Female	60+	Primary or less	Separated, divorced	Medium low	5	Agree Slightly	Agree Strongly	Neither Agree nor Disagree	Disagree Strongly	Agree Strongly	Agree Strongly	Disagree Slightly	No
USA		Female	40-49	College	Married	Medium high	6	Disagree Strongly	Agree Strongly	Agree Strongly	Neither Agree nor Disagree	Agree Strongly	Agree Strongly	Agree Slightly	Yes
USA	White Collar	Male	60+	College	Married	High	5	Disagree Strongly	Agree Slightly	Neither Agree nor Disagree	Agree Strongly	Disagree Strongly	Disagree Strongly	Disagree Strongly	Yes
USA	Executives/Professionals	Male	40-49	College	Married	High	4	Disagree Strongly	Agree Strongly	Disagree Slightly	Agree Strongly	Disagree Slightly	Disagree Slightly	Agree Strongly	Yes
USA		Female	30-39	Some high school	Married	Medium high	5	Disagree Slightly	Disagree Slightly	Agree Slightly	Agree Strongly	Agree Slightly	Disagree Strongly	Disagree Slightly	No
USA	Blue Collar	Female	40-49	Some high school	Single	Medium low	5	Disagree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	Disagree Slightly	No
USA		Male	30-39	Some high school	Single	Low	6	Neither Agree nor Disagree	Disagree Slightly	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Disagree Slightly	No
USA	Blue Collar	Female	40-49	Some high school	Single	Low	7	Agree Slightly	Agree Slightly	Agree Strongly	Agree Slightly	Agree Strongly	Agree Strongly	Agree Slightly	No
USA		Male	50-59	Some high school	Single	Low	5	Agree Slightly	Agree Strongly	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Disagree Strongly	No
USA	Blue Collar	Male	30-39	Some high school	Single	Low	6	Disagree Strongly	Disagree Strongly	Disagree Strongly	Disagree Slightly	Disagree Slightly	Disagree Slightly	Neither Agree nor Disagree	No
USA		Female	20-29	College	Separated, divorced	Medium low	2	Agree Slightly	Agree Strongly	Agree Strongly	Disagree Strongly	Agree Strongly	Agree Slightly	Disagree Strongly	No
USA	Blue Collar	Male	20-29	Some high school	Single	Medium high	5	Neither Agree nor Disagree	Agree Strongly	Agree Strongly	Agree Strongly	Agree Strongly	Agree Strongly	Agree Strongly	No
USA		Male	13-19	College	Single	High	4	Neither Agree nor Disagree	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	No
USA	Blue Collar	Male	60+	Some high school	Married	Medium low	2	Agree Slightly	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	No
USA	Blue Collar	Male	50-59	Some high school	Separated, divorced	Medium low	6	Neither Agree nor Disagree	Neither Agree nor Disagree	Disagree Slightly	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	No
USA	Executives/Professionals	Female	20-29	College	Single	Medium low	6	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Disagree Strongly	Agree Strongly	Neither Agree nor Disagree	Neither Agree nor Disagree	No
USA	Executives/Professionals	Female	40-49	College	Married	Medium low	5	Disagree Strongly	Disagree Slightly	Neither Agree nor Disagree	Disagree Strongly	Disagree Slightly	Neither Agree nor Disagree	Disagree Slightly	No
USA		Female	40-49	Some high school	Married	Medium low	3	Neither Agree nor Disagree	Agree Slightly	Neither Agree nor Disagree	Disagree Slightly	Agree Slightly	Agree Strongly	Disagree Strongly	No
USA		Male	60+	Primary or less	Living together	Medium low	7	Disagree Slightly	Agree Strongly	Agree Slightly	Disagree Strongly	Agree Slightly	Disagree Slightly	Disagree Strongly	Yes
USA		Female	50-59	Some high school	Married	Medium low	5	Disagree Slightly	Disagree Strongly	Neither Agree nor Disagree	Disagree Strongly	Agree Strongly	Agree Strongly	Neither Agree nor Disagree	No
USA	Blue Collar	Male	30-39	Some high school	Single	Medium low	3	Agree Slightly	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Agree Slightly	No
USA	Executives/Professionals	Female	40-49	College	Married	High	4	Disagree Slightly	Agree Strongly	Agree Slightly	Disagree Strongly	Agree Strongly	Neither Agree nor Disagree	Agree Strongly	Yes
USA	Blue Collar	Female	30-39	Some high school	Married	Medium high	5	Disagree Slightly	Agree Strongly	Agree Slightly	Disagree Slightly	Agree Strongly	Agree Slightly	Disagree Slightly	Yes
USA		Female	20-29	Post-graduate	Single	Medium low	2	Neither Agree nor Disagree	Agree Strongly	Agree Slightly	Agree Strongly	Neither Agree nor Disagree	Agree Slightly	Agree Strongly	No
USA	White Collar	Male	20-29	College	Single	Low	4	Disagree Slightly	Agree Strongly	Agree Slightly	Agree Slightly	Agree Slightly	Disagree Slightly	Agree Slightly	No
USA	Executives/Professionals	Female	40-49	Post-graduate	Married	High	4	Agree Slightly	Agree Strongly	Agree Strongly	Neither Agree nor Disagree	Agree Strongly	Disagree Strongly	Disagree Slightly	Yes
USA		Male	13-19	Some high school	Single	Medium low	4	Agree Strongly	Agree Strongly	Agree Strongly	Agree Strongly	Agree Strongly	Agree Slightly	Agree Strongly	Yes
USA	Executives/Professionals	Male	40-49	College	Married	Medium high	2	Agree Strongly	Agree Slightly	Agree Strongly	Disagree Slightly	Agree Strongly	Neither Agree nor Disagree	Disagree Slightly	Yes
USA	White Collar	Male	20-29	College	Married	Medium low	4	Disagree Strongly	Agree Strongly	Agree Slightly	Disagree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	Yes
USA	White Collar	Female	20-29	College	Married	Medium low	6	Neither Agree nor Disagree	Agree Strongly	Agree Strongly	Disagree Slightly	Agree Strongly	Agree Slightly	Agree Slightly	Yes
USA	Executives/Professionals	Male	40-49	College	Married	High	6	Disagree Strongly	Agree Strongly	Agree Slightly	Disagree Strongly	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Yes
USA	White Collar	Female	40-49	Some high school	Married	Medium high	4	Disagree Strongly	Agree Strongly	Agree Strongly	Neither Agree nor Disagree	Agree Strongly	Agree Strongly	Neither Agree nor Disagree	No
USA	Blue Collar	Female	50-59	College	Married	High	4	Disagree Strongly	Agree Strongly	Agree Strongly	Agree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	Yes
USA	Blue Collar	Male	20-29	Some high school	Married	Medium high	4	Agree Slightly	Agree Strongly	Neither Agree nor Disagree	Agree Strongly	Neither Agree nor Disagree	Agree Slightly	Agree Strongly	Yes
USA	Blue Collar	Male	50-59	College	Separated, divorced	Medium high	4	Disagree Slightly	Agree Strongly	Neither Agree nor Disagree	Agree Slightly	Disagree Strongly	Agree Slightly	Disagree Strongly	Yes
USA	Blue Collar	Female	50-59	College	Separated, divorced	High	5	Agree Slightly	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Disagree Slightly	Agree Slightly	Neither Agree nor Disagree	Yes
USA		Male	40-49	College	Single	Medium low	2	Disagree Strongly	Agree Strongly	Neither Agree nor Disagree	Disagree Strongly	Agree Strongly	Agree Slightly	Disagree Slightly	No
USA	Blue Collar	Male	30-39	College	Single	Medium high	5	Disagree Strongly	Neither Agree nor Disagree	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Slightly	Agree Strongly	Yes
USA	Blue Collar	Male	60+	Some high school	Married	Medium high	4	Disagree Slightly	Agree Strongly	Agree Slightly	Disagree Strongly	Disagree Strongly	Agree Slightly	Disagree Slightly	Yes
USA	Blue Collar	Female	30-39	Some high school	Married	Medium high	5	Disagree Strongly	Agree Strongly	Agree Slightly	Disagree Slightly	Agree Strongly	Agree Strongly	Neither Agree nor Disagree	No
USA		Female	60+	Some high school	Married	Medium high	6	Disagree Strongly	Agree Strongly	Neither Agree nor Disagree	Disagree Strongly	Agree Slightly	Agree Strongly	Agree Strongly	Yes
USA	Blue Collar	Female	30-39	Some high school	Married	Medium high	4	Disagree Slightly	Agree Strongly	Agree Strongly	Disagree Slightly	Agree Strongly	Agree Strongly	Neither Agree nor Disagree	Yes
USA	Blue Collar	Female	20-29	College	Married	High	6	Agree Slightly	Agree Strongly	Agree Strongly	Disagree Slightly	Agree Strongly	Agree Slightly	Agree Slightly	Yes
USA	Executives/Professionals	Male	20-29	Post-graduate	Married	High	4	Disagree Slightly	Agree Strongly	Neither Agree nor Disagree	Disagree Strongly	Agree Slightly	Disagree Slightly	Disagree Slightly	Yes
USA	Executives/Professionals	Male	60+	College	Living together	Medium low	5	Disagree Strongly	Agree Slightly	Agree Strongly	Disagree Slightly	Neither Agree nor Disagree	Agree Slightly	Agree Strongly	Yes
USA		Female	13-19	Some high school	Single	Medium low	6	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Yes
USA		Female	13-19	Some high school	Single	Low	5	Agree Strongly	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Agree Slightly	Yes
USA		Male	60+	Some high school	Widowed	Low	4	Disagree Slightly	Agree Strongly	Agree Strongly	Agree Strongly	Agree Strongly	Agree Strongly	Agree Strongly	Yes
USA	Blue Collar	Male	20-29	College	Married	Medium low	6	Disagree Slightly	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Strongly	Agree Slightly	Neither Agree nor Disagree	Yes
USA		Female	20-29	Some high school	Single	Low	7	Disagree Strongly	Agree Strongly	Agree Strongly	Disagree Strongly	Agree Strongly	Agree Strongly	Neither Agree nor Disagree	Yes
USA	Blue Collar	Female	40-49	Some high school	Separated, divorced	Low	5	Agree Slightly	Agree Strongly	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Strongly	Agree Slightly	Agree Slightly	No
USA		Female	60+	Post-graduate	Widowed	High	6	Agree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	Disagree Slightly	Agree Slightly	Agree Slightly	Yes
USA	White Collar	Male	40-49	College	Married	High	5	Disagree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Slightly	Disagree Slightly	Neither Agree nor Disagree	Agree Slightly	Yes
USA	Executives/Professionals	Male	30-39	College	Married	High	7	Disagree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	Agree Strongly	Agree Slightly	Yes
USA	Executives/Professionals	Female	20-29	College	Single	Medium high	5	Agree Slightly	Agree Strongly	Agree Slightly	Disagree Slightly	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	No
USA		Male	30-39	Post-graduate	Married	High	4	Agree Slightly	Disagree Slightly	Agree Strongly	Agree Strongly	Agree Slightly	Agree Strongly	Agree Slightly	Yes
USA		Male	50-59	Some high school	Married	Medium low	4	Neither Agree nor Disagree	Disagree Slightly	Agree Slightly	Disagree Slightly	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Yes
USA	White Collar	Female	13-19	College	Single	High	5	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Disagree Slightly	Agree Slightly	No
USA		Male	40-49	Post-graduate	Widowed	Medium high	7	Neither Agree nor Disagree	Agree Slightly	Neither Agree nor Disagree	Disagree Slightly	Neither Agree nor Disagree	Agree Slightly	Neither Agree nor Disagree	Yes
USA	White Collar	Female	20-29	College	Single	Medium low	6	Disagree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	Disagree Slightly	Disagree Slightly	No
USA		Female	40-49	College	Separated, divorced	Low	4	Agree Slightly	Agree Strongly	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Slightly	Disagree Slightly	Disagree Slightly	Yes
USA	White Collar	Male	40-49	Post-graduate	Married	Medium high	7	Disagree Slightly	Agree Slightly	Agree Strongly	Disagree Strongly	Agree Slightly	Disagree Slightly	Agree Slightly	Yes
USA		Male	13-19	Some high school	Single	High	4	Neither Agree nor Disagree	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	No
USA		Male	13-19	Some high school	Single	Low	1	Disagree Strongly	Agree Strongly	Agree Strongly	Agree Strongly	Agree Strongly	Neither Agree nor Disagree	Disagree Strongly	No
USA		Male	60+	Some high school	Widowed	Low	4	Disagree Strongly	Agree Strongly	Agree Strongly	Neither Agree nor Disagree	Agree Slightly	Agree Strongly	Agree Slightly	Yes
USA		Female	30-39	College	Separated, divorced	Medium low	4	Neither Agree nor Disagree	Agree Strongly	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Disagree Strongly	No
USA	White Collar	Female	40-49	College	Married	Medium high	7	Agree Slightly	Neither Agree nor Disagree	Agree Strongly	Agree Slightly	Agree Strongly	Agree Slightly	Agree Slightly	Yes
USA	Blue Collar	Male	20-29	Some high school	Living together	Medium low	3	Neither Agree nor Disagree	Agree Slightly	Neither Agree nor Disagree	Agree Strongly	Neither Agree nor Disagree	Agree Strongly	Disagree Strongly	Yes
USA	Executives/Professionals	Female	50-59	Post-graduate	Married	Medium high	6	Agree Slightly	Agree Strongly	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Strongly	Agree Slightly	Neither Agree nor Disagree	Yes
USA		Female	13-19	Primary or less	Single	Medium low	4	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Agree Slightly	No
USA	Blue Collar	Female	20-29	Some high school	Single	Medium low	5	Neither Agree nor Disagree	Agree Slightly	Agree Strongly	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Disagree Strongly	No
USA	Blue Collar	Male	50-59	Some high school	Married	Medium low	4	Disagree Slightly	Agree Strongly	Agree Strongly	Disagree Slightly	Agree Slightly	Agree Strongly	Disagree Strongly	Yes
USA		Female	60+	College	Living together	Medium high	6	Agree Slightly	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree Slightly	Disagree Slightly	Agree Slightly	Neither Agree nor Disagree	No
USA	Blue Collar	Male	30-39	Some high school	Single	Low	7	Neither Agree nor Disagree	Agree Slightly	Neither Agree nor Disagree	Disagree Slightly	Agree Strongly	Disagree Slightly	Disagree Strongly	No
USA	Blue Collar	Female	40-49	Some high school	Living together	Low	4	Agree Slightly	Disagree Slightly	Agree Strongly	Neither Agree nor Disagree	Agree Slightly	Agree Slightly	Disagree Slightly	Yes
USA	White Collar	Female	13-19	College	Single	Low	4	Agree Strongly	Neither Agree nor Disagree	Agree Strongly	Agree Slightly	Neither Agree nor Disagree	Disagree Slightly	Neither Agree nor Disagree	Yes
USA	White Collar	Male	40-49	Some high school	Married	Medium low	5	Disagree Slightly	Agree Slightly	Agree Strongly	Disagree Slightly	Agree Slightly	Agree Slightly	Disagree Slightly	No
USA	Blue Collar	Male	20-29	College	Separated, divorced	Medium high	4	Disagree Slightly	Agree Strongly	Agree Slightly	Agree Slightly	Agree Slightly	Disagree Slightly	Disagree Slightly	No
USA	Executives/Professionals	Male	60+	College	Married	High	6	Disagree Strongly	Agree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	Disagree Slightly	Agree Slightly	Yes
USA	Executives/Professionals	Male	40-49	Some high school	Married	High	3	Disagree Slightly	Agree Strongly	Agree Slightly	Disagree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	Yes
USA		Male	20-29	College	Single	Medium low	1	Agree Slightly	Agree Slightly	Agree Slightly	Disagree Slightly	Agree Strongly	Agree Strongly	Agree Strongly	No
USA		Male	50-59	College	Single	Medium high	6	Disagree Strongly	Agree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	Agree Slightly	Yes
USA		Female	60+	College	Widowed	Low	4	Agree Slightly	Agree Slightly	Neither Agree nor Disagree	Disagree Slightly	Agree Slightly	Agree Slightly	Disagree Slightly	Yes
